Hashed Email,User Group,Statistical Category 1,Statistical Category 2,Statistical Category 3,Statistical Category 4
b49cf8a2ef9458aa2b1b6fd883a3173eb3c0094c025d403763c4b6f244f1515f,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
722320d5cbd41c60d016f7c2a521a9a574502296f0f2319e62937680a1045427,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2017
2f990169fe3505056802929a60ae1bea2b5240a3d65e55de62ce2388df61c248,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2013,GY_2017
5f1e6009af1ec169cc60cf5687225317fefcf7d4b8165cd0b21ee64764aa29fd,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2014,0
e1a3e978448f5a89861bec606f9787f9d7d0c8729678722c4298bd146633f42d,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
8c7fce6c4e0a9a2a08a0e0720e9b77d6859b307a13170233fe4609e06429999f,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
af7f49181ceb11dd7cf639511e38f131233276028ea9cbacaf7ce6ff47589c54,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
0f684ddefa56b357f28758028480d0d12f0207b4a47e6ae09a99b2fe8e235531,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2015,0
7fada5cc178cb57c9a1516faf9a721d54c07749332646a74c721f46eeb6cb96d,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2014,0
f1351f3749b051713209e6bd0422d5bd2442e6091768dfe5ecc91106a7373ffb,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2013,GY_2017
814ab29ef635a33726d384a51e321b7fb2c786fa637eb9fce949ce2c96c293ab,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2013,GY_2017
2536a7d24ac606891036bd2d232935b51ab38ec73f4589decb92945bd2ecfb17,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2006,GY_2010
8e8289fde89f66bc516e08c613a790bcf88b2cea30bf25c85ad6e3e1e3b27dfd,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
d437268c3d87ee2d9f85270115830173f2b06e8ec330d2de0077377e6d1a27f4,ADMIN STAFF,Others,0,0,0
5e57a9f52741df937962195e513abc5cc41466c733ca082df7d9e7213fd144a4,ADMIN STAFF,Others,0,0,0
e8152a1b141600edb93221244995c30b2b60e267a0c763efb4c45f7a1fcf7d8a,ADMIN STAFF,School of Law,0,0,0
3841764cd25ad6cd8f29fd43582c1c059e2992bb543033932e4e3c5edb53e258,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2014,0
c445ef3043e1b434c2be5fcf833182afaa4e4fac44be13e62e5497a5de01c30b,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2016,0
770c6eadcbd6851a5f62273ceead660c1583423c41383c47b17f07d446880032,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2014,0
18ed9a5bdd11eda073c9b8287bd3ea9d256c8e6004ec6933bead77f5532dccc1,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
bc655dd94eaa5092f3b822f0bcfb9e708430ff598f92cc214ae374030a645ea2,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2016,0
7c84766a1377a9ffa19dbf92d8fe8f0ca962f9b2a92a5a693d94b64feeb740ea,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
cf2e4da44d721fb20ec0f11f6057ba2693c51fc2b737968b30bbf7bd0814c249,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,0
5552195a5eebf57675306275d1eadd03910f559207a38d2de8ff1543ce32b1ab,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2016,0
11a9bb67ca01bd8bebdf268f4f2f64cee996114149ecc69d3da4691f832ab593,ADMIN STAFF,Others,0,0,0
15ab87531d7afa096294119d2fde1416baef13033459c16d596d3155a3abbc0a,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
8909953ee559043f3d2ee0b45e5a8ae54f735e0a7a34eeceecfbf759be087895,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2014,0
b7364e17e8ad6e311b4fd69342f2aaa15c013e5c129eff10a50cb21b93e25035,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2016,0
08368d71c5d5fd2cff9e42bd21783f2616c2cbdfcb80cea59c350c5381f2d3be,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2016,0
dae442a430e359a30c86e19e8b9dbb3cf5558e9dd7f0913fd45a0c0002426757,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2016,0
b7ab947fff07daa1ed50e801be787d1cb07d6889e37a28c4d261d73779fbbbc5,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2015,GY_2016
2caf094e663722fd500b3230c95db2d632972de86f3e589e264af4d04c49b313,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
34cfdd53f6add5615d8ebd810b250a552b92b966a82073d060ed7be041f04b7d,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
4fb780c51de6b9c4d12e76f25d1d9b173de290a8dd9087d22acfb16c14acee7f,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2016,0
d35bd8d2e8758e8f82d2d388a889a0fd34c710e610993f62f486c190a80e0b86,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2013,GY_2017
46398c3a0e56f56390fbc101b74bfffbb77caad20fdd42b9b9ea7a589890faed,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
47a8e93082b56f4a200edea215ab47395c171bbe7329c785d968a9e23390eb2d,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2015,0
d46ec42e843b5e52d213587cdefee7146be7d9aa5772d0c30b4bc50fb9d4fd20,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2015,0
672f1c837e27ba321feec986ce9e7388e3618af0f571677a884af82d02676414,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2016,0
0a45d42410c6ffa6290839bb6368c2feb29307319cb83cdba4ca7b21bd0d449a,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2016,0
71463872753ef83526a471dfc2daa262c37849b81a484b0321f6e42d55313e87,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2013,GY_2017
22c4faa7180f6c253ba3b0e33290234f4211ca128812a9383a9f17b7d294d1f8,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2016,0
d8775ebabc235e69245e526d886a412cab8f6d4451e86d23663e7a9cb8723a74,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2015,0
337de70eec2ca6d9c4271f09e34c9971db1b04a0fa77a135a5eb8ea30728005a,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2015,0
30fec85e077953c77f974a4a04bf599575a4b4f9d536bff7c6795f18530d1c25,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
2f8194250a7f0f05b1dd8199639999334f2ef633b54bb2ed768173f19e83f414,Others,Others,Local Exchange Programme,AY_2016,GY_2016
ef8ac12b00419c654393ff7e0111ac094e3b09ebbcfeb5e8541ee360e08b385f,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2016,0
a80462f860e8671c7d162f3d0261cf88a20b5cdcf761aef094dd24ddae4fb8eb,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2015,0
17b4033c7ef6486f32324b6ba5763f20cd070696fc8adc1b24e67a11bc982b85,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
45a0c22edebdceb74a369d502323d78d5664022ed410c0b7754db3f203679b8c,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,0
276d90c5bd38f763b28ab39300d1021f249b064bdf7299adfcba639b1efdc153,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
db05d02a026df517614523278db935a26ea0f5f1427e09f45cdca19976214e6e,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2016,0
d6563b156e7855ebfd364ae5db76b1622ce27b20c6cd279f7928498cc79087de,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2014,0
22d4b71dbb1d2418319c53f2e943a98b8bfe0f8f9eea8ce1456bcfb74a89b98d,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2013,GY_2017
d200812e747fedde2933f90647acbbbe6fe13add2e2b865328d48f77a93b6fe1,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
e4db7f046c4804ca524cf7cb5958fe36fbd8b253a6bd788da5d87793e1c4326f,ALUMNI,0,0,0,0
99345b8e9faa865c07a2476b4a0f4d1d1c2de5016cb299e50fbf062150231a9f,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2007,GY_2011
f44facfc7b1bb24ecc95a5a65eb66be91027ae95526d84e0ada699e8e481a6d9,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
16adbc5c7e4c996712efad1b0e6ce9df10ab6ed4564ffb0367aa1119baa45818,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
8b09f685d1850557dc770b0d85cbab5ec459afb51b1ac63b7d50c4e20aa4b045,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2016,0
9dc9f2786cc8a44026ea9e392fc7a8cc6c334023d0a5449b4878ef2d645897ee,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
51b68c30bd7c33e8e3a84b29a42fb26002a4f3532b79d385c2355d5141624074,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
583890c1ab4d70def41b96fb273f3c6d7e363027c7ccb1189ada3e830a58e441,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2015,0
e13653e937b0af1c84e4959b87c122fb395d8e6f2144e7ffa4f8f27d4528e700,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
dedd6ab750618494e7b4bc4ea7f552daf17735ea9e07813866d426115ba7ed38,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
f9ea162297172eaec0ad53b9c405c2eb2f6b44cabae2d9b67d581dfaea8b69e3,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2014,0
75c1bda1fa61e3ce46c459564aecc36d728ee962a3a739ccc11754211ee6cb0e,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
1b43d2b9c47e6e322b3dc61b8cd1f201f86037a0055343efe2c64d2c48540b95,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
6f32d51927ff4b8a40612fb0c96aa1d52f89fee6a5e2eb75488b6adbb9376c78,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2015,0
fb1a70507f34e3e3a670619e4d21b63ed1e950f9d229e4ae602b6881719c9714,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
5311893aae828fb94cb4c0e697b66b0441f95b1a7cc1d0d5f66fc833c5f46bf4,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2016,0
5dd128ae3c93b3b92c9e92b2422fb1b9f69e88769c34053f93ad5a9a077170b5,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2016,0
004c33d4ca68ebc78c770510f6c658355ad5cb36ed99fa02934d1fbcc475570e,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
a15fa1df8b4ed3a6b26e97ef7f22fc9ae9e23d1e27492e8bf8f6a7986313fd10,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
9a57c52ed61095eeeea20479f33d05875d1972533468b32bcbde74b2eeaaa73f,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
13f11249fa6bcd4dee1af3848f5782c3e205e1b9218df63b958d5a6a18171b02,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2013,GY_2017
3a7f75b6705739d9943545149ec43a09085a14dfeb025f1db5c4924d311af724,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2015,0
de26dffed6c441b3922edee64e074450da3f443637cbd7a3adb2eb8ca0a5803e,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2013,GY_2017
c4a31591d4a771c939c5a25d6d477339c6a4c700fd8dcf35f48b352ce496c394,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2015,GY_2017
ad41a2820e553a1d69be28e45a687fe336f929d875d7546425b3ee5fc06c70e5,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2013,0
9a949cacf6782afecdbbb198e86b37fda5a276bbaa19679f433f32e78f3e5f7f,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2013,GY_2017
29c1c4f730fd2e1081269c36969e0ac5c4633cc10d0162712e6b671437f70498,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
a862566c2a2bcd7ef27e32e5faf88abc778d63e6610dbc68607a86c348491d67,MASTER,School of Accountancy,Master of Prof Acct,AY_2015,GY_2017
b096a18af2f25dd22e94c33ca65604a60863d35b54812a597dac52ea5d19cf0e,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
0443d1e0d8ee196699dd938c3a0f06d1fb5a7dc7247e1138cc8cf7663d3ea13c,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2016,0
2e9a6ac9aec1f37419c724f79f6d6079823ce0413745f8802a17d9e2859a2b39,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2016,0
2f02f49e91c4915d68e2f734cecc1300fa6aa085b805e0ad05ce45e69c0e7e8e,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
f4883248b6077be1b63d9ea56f9fc4e725313acc0965ab813440bc94a0b79a6e,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2011,GY_2016
7cfe69c73e403f9276599b90b6a837179704281ebba68a5cfa0a5ff612f7cd63,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2014,0
f5fa38c46838e001880fa5f90a6ffa314c6f1f12b9e18fdb1f6b732f553c2d01,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
acfa480862061da457d999b8eb7874d3c7d98e5debc72d3d4d3129a29f0fa5e2,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2016,0
5bec6fd7a64bafa0f265853a873fe25b5ddac13a3be1b5e35e2b57851d7f0aaa,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2013,GY_2017
32bfca79602c589bb3782b1abc7fd904ecc74f72127a88895fcb374f150ca147,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
d5f284756371f75e7e76e9c9e72bb8116af50e3d4b94631cbaf64e6a5951185c,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2013,GY_2017
82136fe148fd61a8b20381fa433e5f0ec3470448c896c0475382964704f797b2,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2014,0
397d9a4a9c6c630060919d80afcdb077df64a84a3032f762df89f387e0adc138,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
b896b9401047906a115a7e6fc4f94d39d19488a5e60289b06c4007addbda350a,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
552eb050c1796e35b3af6bc3ba61283332aacd3bddea8cb56cc53aeabe2181b6,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2014,0
8ab229ada720d982122adedf1633a02a65ca0916e00c2b089164e978d095326b,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2013,GY_2017
0ce47468c91ff6dc040172134e37d6858f2356eb0254fa40314f4429a4dab76d,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2012,GY_2016
0e1c5de22ca1e6943ec5e66a3957eb44574f8cc3b47a4936bdc07ad6e80f79f8,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
51ff549e62f5820cb00d8fcaf32b47f37c09b1d42634a74048fa83b41c2189a4,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2014,0
2d017131f323d5890d3d1fe443460ca0d6de529afc8edf2389fe37c0e786c2ad,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
341cc60ee9e7b853395fdee4efe1c6a8f3dd6f6b1d28bd22259716c0b581441c,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2015,0
e5560ad16ee238cd7ea80f99f3da658cd4d0b147fe0306ac77c55724b55c34f9,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2015,GY_2017
1317bfb8adc414f65e47bcabb674a2504e0aa903d4de4c297d5cf476bace75ae,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2016,GY_2017
6693d69e308d2d9bc3b628e5c8aa41380cc14b89fb112fd6e6f22b9638c8d811,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2014,0
de9d189423747e8dd93d64908da250b02ea19441df264d1eb6e7c910560387d6,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
f471ba0e3065103401152a8b6deea1849366cf37429999abd4c7cb7c2ec49c80,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2015,0
6aa0676def196f1d259284d19c8f5aad22e8259dd3940c1459d1c755dc50d2b6,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2016,0
e807190f66ac0ca7f6f0bb5b90641ba0411f4bf8e4f4d6302a4c87c414ef5ff6,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2014,0
4c037fa01c69cfd505f863384ce39653cfa0d0c04c4d2738e678a3d5911495c8,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2015,0
e6535430ca5874cee4b8f052e131ef365e5b02c094290c64b3c17482db66b5b7,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2014,0
6b07078d0805036472fdb6cd8e2b0cec6fc5e45f184b78bac31c0729755fc970,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
cd584943ed9c69e80d8b295e1cfd1c1d21e77ed1130f7579388bcd2c01fb709e,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
8de053198acfab735901143006f57b8f8f102532497810c1b040a6ca6cae8194,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2015,0
a4fa63292c99e8b85892de6fe35e6b7da163ccb158b0deb31dac9f3c73a78258,ALUMNI,0,0,0,0
296706bf9770fbc5260c1f2b7692e4f5026a23ebb7f62a26c41ed2ed076d55b1,UNDERGRADUATE STUDENTS,School of Accountancy,Bachelor of Accountancy,AY_2015,0
c18cb7c8640cd88cbccde38f2c205126b9ce2a6527fa0e854620555923ecbec7,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2014,GY_2017
b8daab11d90c998fdd820335a57e2d8600defd437ade2964308293dadb24504e,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
8d8bf6c7b7b7d259c9d605e6f0c0798a77c676ef78bdfab85993a442b10796e5,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
1756b72e61a60e5cf5fb7a639d536057bfbf59019153dd620318bbc398c3525e,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
4f707c5487cdfb8739da4d18d1cc70c9788753101b2a935f55a8219fb1f80c10,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2015,GY_2017
4f4b4a59b21b7489dd8bc8432f822d7dea9e2dfab17b06bc27f2f2fb94fe382e,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2016,0
d71a3ca6f3583560eabe81ec0389ed1407d8d35f44b6109ab4ad109048a3bb9d,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,0
d91c032f62f801188995b1726a9aaf89f6019aeabd32cd4b4bf1d28ce35ef1a4,MASTER,School of Information Systems,Master of IT in Business,AY_2015,0
8f487786288014dd7fb491553374db4b506548f459aab5a56e4e442a18abbd91,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2014,0
0a6b3d0f117329da070ec3c0d23b1abe6121e237dc7e2258f497b709e387f50d,MASTER,Lee Kong Chian School of Business,Master of Business Admin,AY_2016,GY_2017
5cf9690720705a6c5f4fd666a3f9d0641699e46eb642ec65d599b2c23b8b5e70,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2014,0
797a20323ec980eb476bb6a5b13a46e8658adfa6d9a6170940a39ea71b391215,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2015,0
ff8523834d4e80867fa1cb984d899501b5a686f008fb4a7648894c400ddc0a15,UNDERGRADUATE STUDENTS,School of Law,Bachelor of Laws,AY_2011,GY_2015
98c2629c04ea91d60e4603ca063b1be0aed3719491c965f310f44f9978b535ab,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,SUTD-SMU DDP in Tech & Mgt,AY_2014,0
6a9a66bf6064cce62f9f089f274d4d3e522786633f4008d84f6fb3042c5d8a38,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,GY_2016
b9841e09fbeddfff3635831701270d73229fd5c27124f8d25fec65ad8906a4da,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2012,GY_2016
68893253840352ac0fb7c8d97d3e0f174cbd0002bb28dfec4d08dd489a743fe0,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2012,GY_2016
c6d8996289ad3e875e73ad7e74fce561c09d98a9ab63fbf631b592ce422eb136,MASTER,School of Information Systems,Master of IT in Business,AY_2015,0
e45d5c3184f14a908a842d8a930e69242ee061eeaf4941cccbb94802c54e0f5f,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2012,GY_2016
c687aaa5d9c8380145aa75d44011f6443d122b261ee20aad8972daab0d96d4e4,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2017,0
78888bc809baf4346cf8d0b1ed87fd7bdb415e7a53f52d425e7a03a3fd443d83,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2016,0
a15a8d51a7a1ab834f7b3f1bd6bc6f9e39b71b74128ab726158eada28d4ce289,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2016,0
c4524d4e4b2cb1d08b7c2d02049b5aa8cf23005a1f68d38b1921d8bccf388c0a,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2016,0
ff147379ba9ad52b03cc4ae0f1d35f683250b876934489687b772128c95c9124,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2016,0
7d39a93d537b70b19358421a7381020a4ede90fa6659160478ac4d9c6e070cb4,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2013,GY_2017
af5663acd9f5c5e851734dd8e36612262853a220de193aadde84c50fb1cfabc7,UNDERGRADUATE STUDENTS,School of Information Systems,BSc (Information Systems Mgmt),AY_2012,GY_2016
dc7724467e4a462beaa58d64288929956c69717b0fb510fd1f69ab1031709a58,ALUMNI,Lee Kong Chian School of Business,0,0,GY_2016
a18a82b78795397f41b65b04c228057d593976cae78b2e196177e30ad6ff6881,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2012,GY_2016
62926852334e73fd79175b5932b5130a11d5df00a2d9dabce5c096a287365865,MASTER,School of Information Systems,Master of IT in Business,AY_2014,GY_2016
1f79233ebe222d88dc9d7bfc72b2992b89fd3b8f9bacb3de1081c26fe4aabc41,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2012,GY_2016
d26d464383cbd718d0da1d7c4926d0fcc7aa1faea0aceb478f560cb9e2ab56ae,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
81d2be5c246f59312e1a486e12f9aec8ce0c72396df0fde2f15042e55ff1c79e,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
b3b71f80a476c448a0c1b04800748e7daef5a38416dd5d9cd43bad2a8bbccf90,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2012,GY_2016
4baf9b1e8513b9a8c72a06ec70e7b55f03c2659969c72e90f190c2ae162f3f02,UNDERGRADUATE STUDENTS,School of Economics,BSc (Economics),AY_2016,0
2a99f27d8b643c222b2d88e402d4ede28a23913f9649c62610886f62cae45b3f,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance,AY_2014,GY_2016
31de0b75481f3abed02d5a4d89e0297993e73bc4514d78ec38e628d3fcbf7f47,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
b9df4caf05bf8baf2a7c8af4a35e0c9d823752f621c016c94dce260fc8156aed,MASTER,Lee Kong Chian School of Business,MSc in Applied Finance (Olin),AY_2014,GY_2015
8997e39a4649fe2b8fb66598be0b11fcd675b04529a7c97e8fccf68de87c8c13,MASTER,School of Information Systems,Master of IT in Business,AY_2016,0
9918e2bc175238290b7fbc76d8eacc6e0c71d7b12c6867b054577457310b28b1,UNDERGRADUATE STUDENTS,School of Social Sciences,Bachelor of Social Science,AY_2014,0
292fe06d541fc4c6a8b0b647a556a3737603a0a90a9ee33c62584d123841f371,UNDERGRADUATE STUDENTS,Lee Kong Chian School of Business,Bachelor of Business Mgmt,AY_2011,GY_2015
aae2df493a07877164384029b718accc09350bc29eff221b14bdf3743fb0e66a,Others,Others,Intl Exchange Programme,AY_2016,GY_2016
