Start Date,End Date,Pre-Confidence: Scoping your topic ,Pre-Confidence: Searching Keywords,Pre-Confidence: Searching library online databases,Pre-Confidence: Searching the Internet using Google,Pre-Confidence:  Evaluating information,Pre-Confidence: Citing References,Pre-Confidence: Creating Reference List,PT: Scoping your topic,PT: Searching using keywords,PT: Searching library online databases,PT: Searching the Internet using Google,PT: Evaluating information,PT: Citing References,PT: Creating Reference List,School,Email Address
8/1/2017 1:56,8/1/2017 1:58,Confident,Confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Yes,Yes,No,Yes,No,Yes,Yes,School of Law,64f3f08827b75efdf291532bc724c44ad80edc91f5176694a886b4f21b87384d
7/31/2017 22:38,7/31/2017 22:45,Not confident at all,Somewhat confident,Not confident at all,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,No,No,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,2d5068fd946e49e5a073f0575339e3d17f63e45d5ab46a9097c9f454152d0e73
7/31/2017 22:08,7/31/2017 22:14,Slightly confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Slightly confident,Not confident at all,No,Yes,Yes,Yes,Yes,Unsure,Yes,School of Law,84736a4168c50659e86ab696e2b52c6c2804258f458bbae23f74a69e38aee99a
7/31/2017 18:15,7/31/2017 18:17,Confident,Confident,Confident,Very confident,Confident,Very confident,Very confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Law,deb67e0c39363cda815a0bcdc358565e589e477b102786092ba2c06497247c7c
7/31/2017 18:04,7/31/2017 18:06,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,No,No,No,No,Yes,Yes,Yes,Lee Kong Chian School of Business,a03b2740a56e1991816a0d3b6ce92841f43d0df1b2e88fbfce46fd45d7957226
7/31/2017 18:03,7/31/2017 18:05,Slightly confident,Somewhat confident,Somewhat confident,Confident,Confident,Very confident,Very confident,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,a047e2ff4621ce3d9f0f642c2a8719072c5d21b15403abc7e7bf4fea95d02059
7/31/2017 15:42,7/31/2017 15:43,Somewhat confident,Very confident,Confident,Confident,Confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,1d44f76f97a4d7a274033d3299374854369c7efe640b039e9f597c24fb5bc4f3
7/31/2017 15:03,7/31/2017 15:06,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Not confident at all,Not confident at all,Unsure,Unsure,No,No,No,No,No,Lee Kong Chian School of Business,dbd50ec25986129fe5967ca25c2620adf4bb4c9272fda7b69e3815e77f97e376
7/31/2017 14:53,7/31/2017 14:55,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,No,No,No,No,No,No,No,Lee Kong Chian School of Business,6dbbb4e8f085a7c17243984d027229a842fe4abe560dac59798ea2654a879c80
7/31/2017 14:19,7/31/2017 14:21,Slightly confident,Slightly confident,Slightly confident,Very confident,Not confident at all,Slightly confident,Somewhat confident,No,No,No,No,No,No,No,Lee Kong Chian School of Business,6217772ac303448c9ec0afc09ddb9cac876ba27cc48b75b14d66a889dd05072d
7/31/2017 14:06,7/31/2017 14:08,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Unsure,Yes,Unsure,Yes,Unsure,Lee Kong Chian School of Business,0d5cd29e957abcbf4a1f430f225bbaac259cc58bc4723cf3eeabd9aa42e3f74f
7/31/2017 14:06,7/31/2017 14:07,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,9421798adff7a841a99534e8bd11473a2446d78d5919803c123f25cea813f554
7/31/2017 12:41,7/31/2017 12:43,Confident,Confident,Confident,Very confident,Confident,Confident,Confident,No,No,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,89f5d64a4957467823b23abdcf356da9a14b8e74dd4c8671a4d6fa32f95d2625
7/31/2017 11:50,7/31/2017 11:51,Confident,Confident,Not confident at all,Confident,Confident,Confident,Confident,No,No,No,No,No,No,No,Lee Kong Chian School of Business,07dca327f53c635b3c698fd45fc019109101cfdc77231bd44f595c59f4711b1d
7/31/2017 11:32,7/31/2017 11:34,Somewhat confident,Confident,Somewhat confident,Confident,Somewhat confident,Slightly confident,Slightly confident,Unsure,Unsure,Unsure,Yes,Yes,Yes,No,School of Social Sciences,1bd195ff855cd90c54e8f8f5d0145a57962480b5442234a515a48f28b6cf00e1
7/31/2017 11:32,7/31/2017 11:34,Slightly confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Slightly confident,Not confident at all,No,No,No,Yes,Yes,Yes,Yes,School of Social Sciences,34fdbe1b7f63b211c939f16d922d55110957aac2244322b80f5ceeb10bb4c56c
7/31/2017 11:25,7/31/2017 11:28,Confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Not confident at all,Somewhat confident,Yes,Yes,No,Yes,No,No,No,School of Social Sciences,473748486cc55a904bd237004f5636ca0008b1fdcaa6cfc48cbe967b3d31598e
7/31/2017 11:25,7/31/2017 11:26,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Slightly confident,No,No,No,Unsure,No,No,No,School of Social Sciences,e277a46eb97c66b97743857b8013cf62522b1652179f388b922f2c138b510212
7/31/2017 1:19,7/31/2017 1:22,Slightly confident,Somewhat confident,Slightly confident,Very confident,Very confident,Somewhat confident,Very confident,Yes,Yes,No,Yes,Yes,No,Yes,School of Information Systems,fa03fe476da759bf4027777296e2bf6723d8acbd5d1f104907830b87b67e2042
7/31/2017 1:18,7/31/2017 1:19,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,c0c9274edc1d3f253f079652eae3bf1869a446effa39b523342c69456f3c6002
7/30/2017 23:24,7/30/2017 23:26,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Not confident at all,Not confident at all,No,No,No,Yes,No,No,No,Lee Kong Chian School of Business,07fd7ae3063b5361f05a1666f46e4697e62e57119eb0fb2edd619d50b3730df9
7/30/2017 23:02,7/30/2017 23:21,Slightly confident,Confident,Slightly confident,Very confident,Slightly confident,Confident,Confident,Yes,Yes,Yes,Yes,No,Yes,Yes,Lee Kong Chian School of Business,c428e119e9c48eda8d8fe4acca8ef790193ddae8b713222a7db0305f0eff9b81
7/30/2017 23:16,7/30/2017 23:17,Slightly confident,Slightly confident,Not confident at all,Very confident,Somewhat confident,Very confident,Very confident,No,No,No,No,No,Unsure,Unsure,School of Law,9f4b07361bf562d448dc6575d891d7ff056302524dc972de3fd06ef38dc1a674
7/30/2017 22:35,7/30/2017 22:37,Somewhat confident,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,9c8fc1967184f697c7f6599498496ab7f0458d272a6cfbadc0e3fbbd540d1f23
7/30/2017 21:26,7/30/2017 21:27,Slightly confident,Somewhat confident,Somewhat confident,Very confident,Confident,Very confident,Very confident,No,No,Yes,Yes,No,Yes,Yes,Lee Kong Chian School of Business,897b7e1500191bc8e9ceb7389918e693919d5d848c86cd36cfe21fce2517b46b
7/30/2017 20:58,7/30/2017 21:00,Confident,Confident,Confident,Very confident,Confident,Somewhat confident,Confident,No,Yes,Unsure,Yes,Yes,No,Unsure,Lee Kong Chian School of Business,aa4f4db75881fd9aaddf074de5d4b344f1240957f2b1e6316975dc429c6e93d6
7/30/2017 20:31,7/30/2017 20:33,Slightly confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Unsure,Yes,Yes,Yes,Yes,Yes,Unsure,Lee Kong Chian School of Business,819cce7392b10558516590393d2db84bd51196c23e958fe6a8e77eef46a5f5b3
7/30/2017 19:12,7/30/2017 19:16,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,Unsure,Yes,No,No,Yes,Yes,Unsure,Lee Kong Chian School of Business,60d7175e5aa0dcfca72835b387e7f770d17650d635dbf4cbc337d56c7ed25ae8
7/30/2017 17:51,7/30/2017 17:52,Slightly confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Yes,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,364e18dc2203c37abf472b4c906a92eb85f74ff6791387b08a900ff14d0ed725
7/30/2017 16:52,7/30/2017 16:54,Slightly confident,Somewhat confident,Somewhat confident,Very confident,Very confident,Very confident,Confident,No,Yes,No,Yes,Yes,Yes,Yes,School of Social Sciences,4188c9aa336fea887ce81ad8eab7a4316acd4fde6a17bd344af85de1a69f84fc
7/30/2017 15:52,7/30/2017 15:55,Slightly confident,Slightly confident,Slightly confident,Very confident,Somewhat confident,Somewhat confident,Slightly confident,No,Unsure,No,Yes,Unsure,Unsure,No,Lee Kong Chian School of Business,63acd597f99707db1bfdc2397cc2fc6dcf3a126b283c89f68c6e1a59aab24aed
7/30/2017 15:27,7/30/2017 15:33,Confident,Confident,Confident,Very confident,Confident,Confident,Very confident,Yes,Yes,Yes,Yes,Yes,Yes,No,School of Accountancy,554c0c5983f07eda3332609c108bf01145e77475a83b05ccfad1fb0083bcc5b8
7/30/2017 15:16,7/30/2017 15:17,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Not confident at all,Slightly confident,No,Unsure,No,Yes,Yes,Unsure,Yes,Lee Kong Chian School of Business,0d750ae0011d69ce4e9c94afb11d8e08afa2bc627e841d17bb6c8068e32fb98e
7/30/2017 15:15,7/30/2017 15:17,Somewhat confident,Somewhat confident,Confident,Not confident at all,Slightly confident,Somewhat confident,Somewhat confident,Unsure,No,No,Yes,Yes,Yes,Yes,School of Accountancy,456337680893c878880424c053f72c4ab325fcadf5aa82a28d57be35af3ccadb
7/30/2017 13:32,7/30/2017 13:34,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Not confident at all,Not confident at all,No,No,No,No,No,No,No,Lee Kong Chian School of Business,738f7a4cb2f8b0e127bc77960594b4420a3ae65f7043c523aef4b696a4a4d0b8
7/30/2017 13:08,7/30/2017 13:14,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,No,Yes,No,Yes,Yes,Unsure,No,School of Social Sciences,afdd548bed52e68ac8769b218701b84a0a05f6083fc7b1dbf0860fff9d2d8c12
7/30/2017 12:28,7/30/2017 12:29,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,No,No,No,No,No,No,No,School of Social Sciences,bed144610e2fe660ab39b96eaecaed641faa0f167e250496f3cd01acd39cc9c4
7/30/2017 11:16,7/30/2017 11:17,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Slightly confident,Somewhat confident,No,Yes,No,Yes,Yes,No,Yes,Lee Kong Chian School of Business,220a6292338934180868df075b7de2e21d08e253696de934fef55d5a5caab503
7/30/2017 1:27,7/30/2017 1:33,Not confident at all,Slightly confident,Slightly confident,Confident,Slightly confident,Not confident at all,Slightly confident,No,No,No,No,No,No,No,Lee Kong Chian School of Business,ddadc82197560b7302d42b121892890ab5b302a33e0b084d1c667aaf2d2830f9
7/30/2017 0:04,7/30/2017 0:06,Somewhat confident,Somewhat confident,Confident,Very confident,Somewhat confident,Confident,Confident,No,Yes,No,Yes,No,Yes,Yes,Lee Kong Chian School of Business,f4b037aa1ff96000e4047b74643260289a189e9adc23c937a898c007c81e311f
7/29/2017 23:18,7/29/2017 23:21,Somewhat confident,Confident,Confident,Very confident,Confident,Very confident,Very confident,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,5a8ad86a469925a185a58029a4332f5bd4a450071642f016a101364f4d6a0e09
7/29/2017 21:54,7/29/2017 21:56,Slightly confident,Confident,Not confident at all,Very confident,Confident,Slightly confident,Slightly confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Information Systems,1b0e0bcb10244f54d524d3454a15621c97b6b6fc6b6a5471074c223dfe406ede
7/29/2017 21:10,7/29/2017 21:11,Not confident at all,Somewhat confident,Slightly confident,Confident,Confident,Confident,Confident,No,Yes,Yes,Yes,Yes,Yes,Yes,School of Law,a763fd3d0dcb8fbf11577d6e0dcb5e36bcd0dfecc52995af9e62b7d82124529a
7/29/2017 19:06,7/29/2017 19:08,Very confident,Very confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,Confident,Yes,Yes,No,Yes,Yes,Yes,Yes,School of Law,0a85b2d5d026610bd93bcfd81b180a12044a277c38a698d1ca83fa3a862a527b
7/29/2017 18:48,7/29/2017 18:51,Slightly confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Slightly confident,Slightly confident,No,No,No,No,No,Yes,Yes,Lee Kong Chian School of Business,6ca49c4a580df8c4934c351f691a70952b65c5857a286a4b92d5be76b0ec3a6c
7/29/2017 18:48,7/29/2017 18:50,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,No,Yes,Yes,Yes,No,Yes,Yes,School of Accountancy,c84b4fc579cd9fc2e5ed11f52a7d269b88f7dd01cddac723164a9d02836f41e1
7/29/2017 17:13,7/29/2017 17:14,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Not confident at all,No,No,No,No,No,No,Yes,Lee Kong Chian School of Business,78993d2cdb89be7cf115f265388aaa1b18c12ee6dbe16493962f57f5794673a9
7/29/2017 16:43,7/29/2017 16:45,Slightly confident,Confident,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Somewhat confident,No,No,No,No,No,No,No,Lee Kong Chian School of Business,ce715c58f5aa30a84d5bb8b106f3d8c7b114d234c46c327c0eaaf09243703e27
7/29/2017 16:16,7/29/2017 16:20,Confident,Confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Yes,Unsure,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,a5c06e46d64f653e2df1aeb00c797bae569a8b1e8dab69d4fe01646b00121d1e
7/29/2017 15:55,7/29/2017 16:04,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Confident,Somewhat confident,Unsure,No,No,No,No,Unsure,Unsure,Lee Kong Chian School of Business,50a9c3f715e0372770aff9aa8c50800af262e68f662c11b79b703006912d743f
7/29/2017 15:38,7/29/2017 15:41,Confident,Very confident,Confident,Very confident,Somewhat confident,Very confident,Very confident,Yes,Yes,Unsure,Yes,Unsure,Yes,Yes,School of Information Systems,39a3152500a7590ad7aabed0cf8a7ae397580377bbee46bb3f59c443b8cb0aeb
7/29/2017 15:35,7/29/2017 15:37,Confident,Confident,Confident,Confident,Confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,61dbe9c03b5f823043e36c42e97a156fa0309f46f7616142f007b63382115eaf
7/29/2017 15:10,7/29/2017 15:11,Slightly confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Slightly confident,Somewhat confident,No,Yes,No,Yes,Yes,No,Yes,School of Accountancy,e154ce41c3e86ca03a75e6ccb2039c28217015f04c4d9f760f1f9a91b340b73f
7/29/2017 13:39,7/29/2017 13:41,Somewhat confident,Confident,Not confident at all,Confident,Slightly confident,Somewhat confident,Somewhat confident,Yes,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,0be5e3cb9ff93f899bbcce4bba46520c538aec329b124451850e47399058839c
7/29/2017 12:23,7/29/2017 12:26,Not confident at all,Slightly confident,Not confident at all,Very confident,Somewhat confident,Not confident at all,Not confident at all,No,No,No,Unsure,No,No,No,School of Economics,33e45bd769834dbfae120c2da1760888d8fd00cf61d53cc252e821d6476ccba0
7/29/2017 1:14,7/29/2017 1:20,Confident,Very confident,Somewhat confident,Very confident,Somewhat confident,Very confident,Very confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Social Sciences,8578dc1567c5ef81b09162a63801b34ef267ec62bcb1c00e872e7b8bb164d855
7/29/2017 0:47,7/29/2017 0:51,Not confident at all,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Somewhat confident,Unsure,Unsure,Unsure,No,Yes,Unsure,Unsure,Lee Kong Chian School of Business,6cbd18179a4d0d9c7e4fa8ffa94976b0cd5a1eb285b9829d6efb2e6c4a958a60
7/28/2017 21:51,7/28/2017 21:52,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,ac77be5f4a1254030ce4327b81e32e16fda31eb2032a4838801b12583bbc66b9
7/28/2017 21:14,7/28/2017 21:17,Confident,Confident,Confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Information Systems,e7d26bd0c6a3c54cfc421c74f441c0f797065764d71de46f7b61131d8848946f
7/28/2017 20:24,7/28/2017 20:53,Somewhat confident,Confident,Confident,Confident,Somewhat confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Information Systems,b75c8fdcc493520b7dfb3a9b7f4a63efe146bcc86707298510edba443d221e26
7/28/2017 17:46,7/28/2017 17:49,Slightly confident,Confident,Not confident at all,Very confident,Confident,Somewhat confident,Confident,No,Yes,No,Yes,Unsure,No,No,School of Information Systems,c3794fda0b7751540b034eacf80b884acc1f1eef1ff461100c3b4d53b393a37a
7/28/2017 17:01,7/28/2017 17:03,Slightly confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Somewhat confident,Slightly confident,No,No,No,Unsure,Yes,Yes,Unsure,Lee Kong Chian School of Business,0635479387900d2e6cd498ddc71ed53cea3e1f882188989b134a17f1c2d8dd2a
7/28/2017 16:51,7/28/2017 16:54,Somewhat confident,Confident,Slightly confident,Confident,Somewhat confident,Confident,Somewhat confident,Yes,Yes,No,Yes,Yes,Yes,Unsure,Lee Kong Chian School of Business,bd35fd8e6c2324f3757108a6c4cebfed548f36b797a5ad0f56ccdd471b00b6cc
7/28/2017 16:00,7/28/2017 16:02,Somewhat confident,Confident,Confident,Confident,Slightly confident,Confident,Confident,No,No,No,No,No,No,No,Lee Kong Chian School of Business,87de0cce897ae9e21b32a33fbdeeecda8d4cc13b4e376c72989c0943d9e7aba4
7/28/2017 14:42,7/28/2017 14:43,Somewhat confident,Confident,Confident,Confident,Confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,No,Lee Kong Chian School of Business,d6faccaa0d63d092a9647478cffa1e9827d7a170b1e7dc823288bbae05b5564a
7/28/2017 14:34,7/28/2017 14:37,Somewhat confident,Confident,Somewhat confident,Very confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,c4ac2133834bc931995578b9e102d009e522abde787978881a29f43f084d276e
7/28/2017 14:33,7/28/2017 14:34,Not confident at all,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Not confident at all,No,No,No,No,No,No,No,School of Information Systems,18a8531976a9613bda505db601fbf6dfe3494b238bbf9d818ce102efc8b40423
7/28/2017 13:40,7/28/2017 13:41,Slightly confident,Confident,Confident,Confident,Somewhat confident,Confident,Confident,No,Yes,Yes,No,Yes,Yes,Yes,Lee Kong Chian School of Business,51f3fdc214eb7bc68e86bf2a38ffba649a7bcab2dd1634906ba5885aaf0876ab
7/28/2017 13:37,7/28/2017 13:38,Confident,Confident,Confident,Very confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,No,Lee Kong Chian School of Business,b3051f848a522b7bb7fddd6dfed0df2bd48c8d87350e0a0b8897161d8facb11d
7/28/2017 13:23,7/28/2017 13:24,Slightly confident,Confident,Not confident at all,Very confident,Slightly confident,Not confident at all,Confident,No,Yes,No,Yes,Unsure,No,Unsure,School of Accountancy,a21394b0c8477c8060744c461bf2489bd48684b78924a63174ec3c024d5a0db0
7/28/2017 11:14,7/28/2017 11:16,Somewhat confident,Confident,Confident,Confident,Confident,Somewhat confident,Somewhat confident,No,No,No,No,No,No,No,School of Economics,8f13b1083fcfb2e0084456c20d5f5651593a319570cac9a0c6a5151c4c91ffd9
7/28/2017 11:05,7/28/2017 11:08,Somewhat confident,Confident,Slightly confident,Confident,Somewhat confident,Very confident,Very confident,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,4c45cc9d08fd378ce5ba5ca9d5e5177e8adfad19190dd1e0f5ac677df3a2820e
7/28/2017 10:11,7/28/2017 10:12,Somewhat confident,Somewhat confident,Confident,Confident,Somewhat confident,Confident,Confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,15306c57ffb0192a419bb6d0f4c1b91b7cf7d7589a4d717f4b7e75d79df79fc6
7/28/2017 9:45,7/28/2017 9:57,Slightly confident,Slightly confident,Somewhat confident,Confident,Confident,Slightly confident,Not confident at all,Yes,Unsure,Yes,Yes,Unsure,Unsure,Unsure,Lee Kong Chian School of Business,b042acdc44fda04f8866501415deab6f467b0eed4bfd7fb694195dac26ad8f9b
7/28/2017 9:47,7/28/2017 9:51,Not confident at all,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Not confident at all,Not confident at all,No,No,No,No,No,No,No,Lee Kong Chian School of Business,dc7c39d802a5038bbb067b14c4aa1b6f8d09e94307ce9141ed249c43ec7b0c27
7/28/2017 9:41,7/28/2017 9:43,Somewhat confident,Somewhat confident,Slightly confident,Confident,Confident,Slightly confident,Slightly confident,Yes,Yes,No,Yes,Yes,Unsure,Unsure,Lee Kong Chian School of Business,5ee0ef358b7183c35a87e6cfb3443081c63848a4e4d6970432011c48c28d75e6
7/28/2017 9:40,7/28/2017 9:43,Confident,Confident,Confident,Confident,Confident,Very confident,Very confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,School of Social Sciences,d8bc56ccd56120991231f2fa05ffd75fd59df501927a57b1464461d6a0673305
7/28/2017 8:17,7/28/2017 8:18,Somewhat confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Somewhat confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,3fdbde972d39b6b22fc13a595ca81a3ae93442c0a61e618b184272db80c5356c
7/27/2017 23:38,7/27/2017 23:41,Not confident at all,Slightly confident,Not confident at all,Slightly confident,Slightly confident,Slightly confident,Slightly confident,No,Yes,No,Yes,Unsure,No,No,School of Information Systems,89364b3c17a277a439b5175b62c16a56fd9839190e2159e305a3398cb61f5763
7/27/2017 22:40,7/27/2017 22:42,Somewhat confident,Confident,Confident,Very confident,Confident,Very confident,Very confident,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,36135cf1ddb61e63f15e059ef34390fb6a13aaf8b688a13f4f9f1a603fe90022
7/27/2017 20:54,7/27/2017 20:57,Slightly confident,Somewhat confident,Not confident at all,Confident,Confident,Not confident at all,Somewhat confident,Unsure,Yes,No,Yes,Yes,Yes,Yes,Lee Kong Chian School of Business,636dad563eee8dae0c9173b4ac06ea91340e0ff5ddb67672a2073c47e426993b
7/27/2017 20:06,7/27/2017 20:07,Slightly confident,Confident,Slightly confident,Very confident,Somewhat confident,Not confident at all,Not confident at all,No,No,No,Yes,Yes,No,No,Lee Kong Chian School of Business,525e4636c00e879d1e31cc5c126123d964c7a0b21fa0dffdfe5f2afc7747977a
7/27/2017 20:03,7/27/2017 20:06,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Very confident,Somewhat confident,Yes,Yes,Yes,Yes,Yes,Unsure,Unsure,Lee Kong Chian School of Business,93184aa2ab48ae1e9b66fb1f58c1f1bee133dea597b1e1940e5ac199f21fbdfc
7/27/2017 19:52,7/27/2017 19:53,Confident,Slightly confident,Not confident at all,Slightly confident,Slightly confident,Confident,Very confident,No,No,No,No,No,No,No,School of Economics,1d52abf1c4dac45ae6060fd681500266a87cd04c83755ddc645c9ac0eee62259
7/27/2017 17:54,7/27/2017 17:56,Somewhat confident,Confident,Confident,Confident,Confident,Somewhat confident,Confident,Yes,Unsure,Yes,Yes,No,Yes,Yes,Lee Kong Chian School of Business,1fe141c6e7edc5d5abed0f43bc692d22faa731cb19456386e24a111537071f95
7/27/2017 17:42,7/27/2017 17:44,Confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Slightly confident,Slightly confident,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Lee Kong Chian School of Business,fa385e937934a5b8e538a02f8ca1216fd717ccd138c98aa829c0ee96d1792c88
7/27/2017 16:55,7/27/2017 16:57,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,No,No,No,No,Yes,No,No,Lee Kong Chian School of Business,b4f117b369ff19f7bcde1dac9db39604bb509cf7461357c2e1bcb8bfa7b29fa8
7/27/2017 15:27,7/27/2017 15:29,Slightly confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Slightly confident,Slightly confident,No,No,No,Unsure,No,No,No,School of Economics,9826210992de39cf5dbadbe5fca3b430cc8397f31dafd5cc6d007e091cd99fec
7/27/2017 15:12,7/27/2017 15:13,Somewhat confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,No,Yes,No,No,No,Yes,No,Lee Kong Chian School of Business,c058bf94c04b679923b68753056d09a3b7acb933d112ae688da9758f6f4d67db
7/27/2017 14:54,7/27/2017 14:55,Confident,Very confident,Not confident at all,Confident,Confident,Somewhat confident,Somewhat confident,Yes,Yes,No,Yes,Unsure,Unsure,Unsure,School of Economics,cf466acdbf68cb94886a189556a784d580e5714613606f20405214317b36d7e3
7/27/2017 14:26,7/27/2017 14:28,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Not confident at all,Slightly confident,Confident,Unsure,No,No,Yes,Unsure,Yes,Yes,School of Economics,0a3e1b1c1320758ba90aab601f1b3556c81452996574a2d2942970de30f86de3
7/27/2017 12:14,7/27/2017 12:16,Slightly confident,Very confident,Slightly confident,Very confident,Very confident,Very confident,Very confident,No,Yes,No,Yes,Yes,Yes,Yes,School of Law,e2d7bba0b8e9ec2590acc14cc21de15a1840227f4aa47f0d185e31691abd0d8b
7/27/2017 11:52,7/27/2017 11:53,Slightly confident,Somewhat confident,Not confident at all,Somewhat confident,Slightly confident,Slightly confident,Slightly confident,No,Unsure,No,Yes,No,Yes,Yes,Lee Kong Chian School of Business,223e4878846568a3e3dbba9854e1d50113b2de0502c8764b91efcbdcd8ac93ca
7/27/2017 11:46,7/27/2017 11:48,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,No,Unsure,No,Yes,No,No,No,School of Economics,b8340f82fdaaddddada046af312cef0f378c34d70f6473fcdd12d67523602c19
7/27/2017 11:42,7/27/2017 11:43,Confident,Confident,Slightly confident,Somewhat confident,Somewhat confident,Confident,Confident,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Lee Kong Chian School of Business,803bf14bed97dd3c9b09c50de9708964175f133a87e4440637a18645058dc92f
7/27/2017 10:40,7/27/2017 10:55,Somewhat confident,Very confident,Slightly confident,Very confident,Confident,Very confident,Very confident,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,School of Law,be5f6a33c5a50203e38478c94026dff3dc1674292691c369cff7b5adde5ba4d6
