Email Address,Start Date,End Date,School,Pre-Confidence Scoping your topic,Pre-Confidence Searching Keywords,Pre-Confidence Searching library online databases,Pre-Confidence Searching the Internet using Google,Pre-Confidence  Evaluating information,Pre-Confidence Citing References,Pre-Confidence Creating Reference List,Pre-Confidence Scoping your topic (numeric),Pre-Confidence Searching Keywords (numeric),Pre-Confidence Searching library online databases (numeric),Pre-Confidence Searching the Internet using Google (numeric),Pre-Confidence  Evaluating information (numeric),Pre-Confidence Citing References (numeric),Pre-Confidence Creating Reference List (numeric),Pre-Training Scoping your topic,Pre-Training Searching using keywords,Pre-Training Searching library online databases,Pre-Training Searching the Internet using Google,Pre-Training Evaluating information,Pre-Training Citing References,Pre-Training Creating Reference List,Pre-Training Scoping your topic  (numeric),Pre-Training Searching using keywords (numeric),Pre-Training Searching library online databases (numeric),Pre-Training Searching the Internet using Google (numeric),Pre-Training Evaluating information (numeric),Pre-Training Citing References (numeric),Pre-Training Creating Reference List (numeric)
97448b34f8d84595fd6a41aace940242ec912ef9d6b29467e1c972cdec802820,42743.73542,42743.7375,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Very confident,Very confident,2,3,1,4,3,5,5,Unsure,Yes,No,Yes,No,Yes,Yes,0,1,0,1,0,1,1
91968a57cf61d2f039d00dc01cfc1f453206068567b65c331b3b6348f1d2aa58,42743.73542,42743.73611,School of Economics,Somewhat confident,Slightly confident,Slightly confident,Confident,Somewhat confident,Confident,Confident,3,2,2,4,3,4,4,No,Yes,Unsure,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
05e18a0a89ac1a88af188684c96f3d4f118c1688f3a1cae351aed84dd703196c,42743.72222,42743.72361,School of Accountancy,Somewhat confident,Somewhat confident,Somewhat confident,Not confident at all,Slightly confident,Somewhat confident,Somewhat confident,3,3,3,1,2,3,3,No,No,No,No,Unsure,No,No,0,0,0,0,0,0,0
e0904a148d47a7037183e4fd6379bffdbb1a86424e0051f84c75e76819e37c2f,42743.71736,42743.71875,School of Accountancy,Slightly confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Somewhat confident,Slightly confident,2,3,2,4,2,3,2,No,Yes,Yes,Unsure,Unsure,Yes,Unsure,0,1,1,0,0,1,0
97c4d7279e87bf3ba22694f4988d1af8411005a030b5413bacacbab891c58864,42743.70833,42743.70972,School of Social Sciences,Somewhat confident,Confident,Somewhat confident,Very confident,Somewhat confident,Slightly confident,Confident,3,4,3,5,3,2,4,Yes,Yes,Unsure,Yes,Unsure,Unsure,Yes,1,1,0,1,0,0,1
baaffef537ecd2492a8c9533eddb5869bd72b790e6a26995bf3d0ace825daaab,42743.70417,42743.70556,School of Law,Slightly confident,Somewhat confident,Confident,Confident,Confident,Very confident,Very confident,2,3,4,4,4,5,5,No,Yes,Yes,No,Yes,Yes,Yes,0,1,1,0,1,1,1
1947bf046ead07101d9c02c13519515675a5fe42f384753bcdba0bfb12199041,42743.69514,42743.70417,School of Information Systems,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
0bcd7555639295f68ce96e92797ff4dceba8160938fc5242e9f5dd81b924fa94,42743.68889,42743.69028,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,2,3,2,4,3,3,3,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
71a7f82e5f101696e222f1a4e3895703b22a35e3ef445eb3022d97264c31a34a,42743.68472,42743.68611,School of Accountancy,Not confident at all,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,1,2,2,3,2,3,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
0b0945dc9bebca3ee2db68690d4929b523525d90bb78c4501d1d5b322e158cb0,42743.67292,42743.67431,Lee Kong Chian School of Business,Somewhat confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,3,2,2,2,2,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
5d24a8a6a829905fdf289448e10828e143921c91fefed4c11948fff90ab7e9a6,42743.66458,42743.66806,School of Information Systems,Somewhat confident,Somewhat confident,Slightly confident,Very confident,Slightly confident,Confident,Very confident,3,3,2,5,2,4,5,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
b08699f32db5fd6a644d52c641745e07186a433fe0be87b4c802781e485d60ad,42743.66597,42743.66736,School of Accountancy,Somewhat confident,Somewhat confident,Not confident at all,Somewhat confident,Somewhat confident,Not confident at all,Not confident at all,3,3,1,3,3,1,1,No,No,No,No,No,Yes,Yes,0,0,0,0,0,1,1
b78f393900587963328b18ef2c4524e5e5c8b477df7bb99f702dcfe6dbe3298a,42743.65972,42743.66181,School of Information Systems,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,Slightly confident,3,3,3,4,3,3,2,Yes,Yes,Unsure,Yes,Yes,Yes,Unsure,1,1,0,1,1,1,0
cedb1369820b3210596277013a2179854c4e2c9531509c3d16cf57e3fa267d54,42743.62361,42743.63819,School of Accountancy,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Slightly confident,Slightly confident,2,2,1,3,2,2,2,Unsure,Unsure,Unsure,Unsure,Yes,Yes,Yes,0,0,0,0,1,1,1
5ac571ab0827d794a216915ea92dda12f375bf0f5c913b50e75bf77a1ef98b50,42743.63056,42743.63194,Lee Kong Chian School of Business,Not confident at all,Slightly confident,Slightly confident,Somewhat confident,Not confident at all,Not confident at all,Slightly confident,1,2,2,3,1,1,2,No,No,No,No,No,No,No,0,0,0,0,0,0,0
febc0b7b06eb5100a9ce8f2c619d186bc67d2a17637c5fa01d5308f87cc9e0b5,42743.62986,42743.63194,School of Accountancy,Not confident at all,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Somewhat confident,Slightly confident,1,2,1,3,2,3,2,Unsure,Yes,Unsure,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
3678d348c01bcfc1758f69b78fb5eeba18687c1aca9d52d2fc2fae6002401035,42743.62917,42743.62917,School of Information Systems,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
034c897f3b41dbdc7bf04c432193e79531dcc1b3ec6f137bc91b7f2c675de089,42743.62153,42743.62292,School of Information Systems,Confident,Confident,Confident,Confident,Confident,Somewhat confident,Somewhat confident,4,4,4,4,4,3,3,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
360773e84ae6a06693729f1e8317107d24bff75f0938c4616bdcb9ab2261a06c,42743.61875,42743.62083,School of Accountancy,Somewhat confident,Confident,Somewhat confident,Confident,Slightly confident,Slightly confident,Slightly confident,3,4,3,4,2,2,2,No,No,No,No,No,No,No,0,0,0,0,0,0,0
c854c240182de28d10407c8a0c2ddf45111f551cc75c6197fe08e390dac1b386,42743.61667,42743.61806,School of Social Sciences,Slightly confident,Confident,Slightly confident,Very confident,Slightly confident,Confident,Confident,2,4,2,5,2,4,4,No,Yes,No,Yes,Unsure,Yes,Yes,0,1,0,1,0,1,1
b8f14a6d5cefc118cabfa98effad70da1acad064f3ff3f659158e3abff161335,42743.60278,42743.60347,School of Social Sciences,Somewhat confident,Confident,Confident,Very confident,Confident,Confident,Somewhat confident,3,4,4,5,4,4,3,No,Yes,No,Yes,Yes,Unsure,Yes,0,1,0,1,1,0,1
09a78ec64a6314d3f9869252f9007341f4dd3f33f09ec3eed64f853225d8c898,42743.59514,42743.59722,School of Social Sciences,Somewhat confident,Confident,Slightly confident,Confident,Somewhat confident,Very confident,Very confident,3,4,2,4,3,5,5,No,No,No,No,No,Yes,Yes,0,0,0,0,0,1,1
6206d808e84522a678204206b9a1899bd16c9f30e287fb51b063716679e26a06,42743.59028,42743.59167,School of Social Sciences,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Not confident at all,Not confident at all,2,3,3,3,4,1,1,No,No,No,Yes,No,No,No,0,0,0,1,0,0,0
1271c7f097dfb5566d4b2888356accd8b89540e247dd82a3e18449d20e215d41,42743.57361,42743.575,School of Social Sciences,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Not confident at all,Slightly confident,Slightly confident,2,2,1,3,1,2,2,No,No,No,No,No,Yes,No,0,0,0,0,0,1,0
05fdc2c591e604f30324c0afa4eb3ecd0e5f63e0b2556eccfa2914dee3b942d3,42743.47222,42743.475,School of Accountancy,Not confident at all,Slightly confident,Not confident at all,Very confident,Slightly confident,Not confident at all,Not confident at all,1,2,1,5,2,1,1,No,Yes,No,Yes,Unsure,No,No,0,1,0,1,0,0,0
d2a8e30deb7533cc1575b73334584ce7b698223f385dec1b5bb188039ab12ab9,42743.43194,42743.43264,School of Information Systems,Somewhat confident,Somewhat confident,Not confident at all,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,3,3,1,3,3,2,2,Unsure,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
81d28cf6906d1c62be1fd810489b2e0503f59b52688805d9325862f721eb63b1,42743.41042,42743.41181,School of Law,Slightly confident,Not confident at all,Not confident at all,Somewhat confident,Confident,Very confident,Confident,2,1,1,3,4,5,4,Yes,No,No,No,Yes,Yes,Yes,1,0,0,0,1,1,1
c564f92b2e22e7a69b94ac8e49e831281fe43f51c70b1befb292409f532a70e9,42743.39653,42743.39792,School of Social Sciences,Somewhat confident,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,3,3,3,2,2,2,2,No,No,No,No,No,Yes,Yes,0,0,0,0,0,1,1
d3491d9fffe4158336cd115f0d7abc924446c83299e50374bfcf8a9b269a7b94,42743.10069,42743.10278,School of Information Systems,Confident,Confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,4,4,3,4,3,4,4,No,Yes,Yes,Yes,No,Yes,Yes,0,1,1,1,0,1,1
64f3f08827b75efdf291532bc724c44ad80edc91f5176694a886b4f21b87384d,42743.08056,42743.08194,School of Law,Confident,Confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,4,4,3,4,3,4,4,Yes,Yes,No,Yes,No,Yes,Yes,1,1,0,1,0,1,1
2d5068fd946e49e5a073f0575339e3d17f63e45d5ab46a9097c9f454152d0e73,7/31/2017 22:38,7/31/2017 22:45,Lee Kong Chian School of Business,Not confident at all,Somewhat confident,Not confident at all,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,1,3,1,3,2,3,3,No,No,No,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
84736a4168c50659e86ab696e2b52c6c2804258f458bbae23f74a69e38aee99a,7/31/2017 22:08,7/31/2017 22:14,School of Law,Slightly confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Slightly confident,Not confident at all,2,3,3,4,3,2,1,No,Yes,Yes,Yes,Yes,Unsure,Yes,0,1,1,1,1,0,1
deb67e0c39363cda815a0bcdc358565e589e477b102786092ba2c06497247c7c,7/31/2017 18:15,7/31/2017 18:17,School of Law,Confident,Confident,Confident,Very confident,Confident,Very confident,Very confident,4,4,4,5,4,5,5,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
a03b2740a56e1991816a0d3b6ce92841f43d0df1b2e88fbfce46fd45d7957226,7/31/2017 18:04,7/31/2017 18:06,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,2,3,2,3,4,3,3,No,No,No,No,Yes,Yes,Yes,0,0,0,0,1,1,1
a047e2ff4621ce3d9f0f642c2a8719072c5d21b15403abc7e7bf4fea95d02059,7/31/2017 18:03,7/31/2017 18:05,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Somewhat confident,Confident,Confident,Very confident,Very confident,2,3,3,4,4,5,5,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
1d44f76f97a4d7a274033d3299374854369c7efe640b039e9f597c24fb5bc4f3,7/31/2017 15:42,7/31/2017 15:43,Lee Kong Chian School of Business,Somewhat confident,Very confident,Confident,Confident,Confident,Confident,Confident,3,5,4,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
dbd50ec25986129fe5967ca25c2620adf4bb4c9272fda7b69e3815e77f97e376,7/31/2017 15:03,7/31/2017 15:06,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Not confident at all,Not confident at all,2,2,1,3,2,1,1,Unsure,Unsure,No,No,No,No,No,0,0,0,0,0,0,0
6dbbb4e8f085a7c17243984d027229a842fe4abe560dac59798ea2654a879c80,7/31/2017 14:53,7/31/2017 14:55,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
6217772ac303448c9ec0afc09ddb9cac876ba27cc48b75b14d66a889dd05072d,7/31/2017 14:19,7/31/2017 14:21,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Slightly confident,Very confident,Not confident at all,Slightly confident,Somewhat confident,2,2,2,5,1,2,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
0d5cd29e957abcbf4a1f430f225bbaac259cc58bc4723cf3eeabd9aa42e3f74f,7/31/2017 14:06,7/31/2017 14:08,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,Yes,Yes,Unsure,Yes,Unsure,Yes,Unsure,1,1,0,1,0,1,0
9421798adff7a841a99534e8bd11473a2446d78d5919803c123f25cea813f554,7/31/2017 14:06,7/31/2017 14:07,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
89f5d64a4957467823b23abdcf356da9a14b8e74dd4c8671a4d6fa32f95d2625,7/31/2017 12:41,7/31/2017 12:43,Lee Kong Chian School of Business,Confident,Confident,Confident,Very confident,Confident,Confident,Confident,4,4,4,5,4,4,4,No,No,No,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
07dca327f53c635b3c698fd45fc019109101cfdc77231bd44f595c59f4711b1d,7/31/2017 11:50,7/31/2017 11:51,Lee Kong Chian School of Business,Confident,Confident,Not confident at all,Confident,Confident,Confident,Confident,4,4,1,4,4,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
1bd195ff855cd90c54e8f8f5d0145a57962480b5442234a515a48f28b6cf00e1,7/31/2017 11:32,7/31/2017 11:34,School of Social Sciences,Somewhat confident,Confident,Somewhat confident,Confident,Somewhat confident,Slightly confident,Slightly confident,3,4,3,4,3,2,2,Unsure,Unsure,Unsure,Yes,Yes,Yes,No,0,0,0,1,1,1,0
34fdbe1b7f63b211c939f16d922d55110957aac2244322b80f5ceeb10bb4c56c,7/31/2017 11:32,7/31/2017 11:34,School of Social Sciences,Slightly confident,Somewhat confident,Slightly confident,Confident,Slightly confident,Slightly confident,Not confident at all,2,3,2,4,2,2,1,No,No,No,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
473748486cc55a904bd237004f5636ca0008b1fdcaa6cfc48cbe967b3d31598e,7/31/2017 11:25,7/31/2017 11:28,School of Social Sciences,Confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Not confident at all,Somewhat confident,4,3,2,4,3,1,3,Yes,Yes,No,Yes,No,No,No,1,1,0,1,0,0,0
e277a46eb97c66b97743857b8013cf62522b1652179f388b922f2c138b510212,7/31/2017 11:25,7/31/2017 11:26,School of Social Sciences,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Slightly confident,2,2,2,3,2,2,2,No,No,No,Unsure,No,No,No,0,0,0,0,0,0,0
fa03fe476da759bf4027777296e2bf6723d8acbd5d1f104907830b87b67e2042,7/31/2017 1:19,7/31/2017 1:22,School of Information Systems,Slightly confident,Somewhat confident,Slightly confident,Very confident,Very confident,Somewhat confident,Very confident,2,3,2,5,5,3,5,Yes,Yes,No,Yes,Yes,No,Yes,1,1,0,1,1,0,1
c0c9274edc1d3f253f079652eae3bf1869a446effa39b523342c69456f3c6002,7/31/2017 1:18,7/31/2017 1:19,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
07fd7ae3063b5361f05a1666f46e4697e62e57119eb0fb2edd619d50b3730df9,7/30/2017 23:24,7/30/2017 23:26,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Not confident at all,Not confident at all,2,2,2,3,2,1,1,No,No,No,Yes,No,No,No,0,0,0,1,0,0,0
c428e119e9c48eda8d8fe4acca8ef790193ddae8b713222a7db0305f0eff9b81,7/30/2017 23:02,7/30/2017 23:21,Lee Kong Chian School of Business,Slightly confident,Confident,Slightly confident,Very confident,Slightly confident,Confident,Confident,2,4,2,5,2,4,4,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,1,1,0,1,1
9f4b07361bf562d448dc6575d891d7ff056302524dc972de3fd06ef38dc1a674,7/30/2017 23:16,7/30/2017 23:17,School of Law,Slightly confident,Slightly confident,Not confident at all,Very confident,Somewhat confident,Very confident,Very confident,2,2,1,5,3,5,5,No,No,No,No,No,Unsure,Unsure,0,0,0,0,0,0,0
9c8fc1967184f697c7f6599498496ab7f0458d272a6cfbadc0e3fbbd540d1f23,7/30/2017 22:35,7/30/2017 22:37,Lee Kong Chian School of Business,Somewhat confident,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,3,2,1,3,2,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
897b7e1500191bc8e9ceb7389918e693919d5d848c86cd36cfe21fce2517b46b,7/30/2017 21:26,7/30/2017 21:27,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Somewhat confident,Very confident,Confident,Very confident,Very confident,2,3,3,5,4,5,5,No,No,Yes,Yes,No,Yes,Yes,0,0,1,1,0,1,1
aa4f4db75881fd9aaddf074de5d4b344f1240957f2b1e6316975dc429c6e93d6,7/30/2017 20:58,7/30/2017 21:00,Lee Kong Chian School of Business,Confident,Confident,Confident,Very confident,Confident,Somewhat confident,Confident,4,4,4,5,4,3,4,No,Yes,Unsure,Yes,Yes,No,Unsure,0,1,0,1,1,0,0
819cce7392b10558516590393d2db84bd51196c23e958fe6a8e77eef46a5f5b3,7/30/2017 20:31,7/30/2017 20:33,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,2,3,3,4,3,4,4,Unsure,Yes,Yes,Yes,Yes,Yes,Unsure,0,1,1,1,1,1,0
60d7175e5aa0dcfca72835b387e7f770d17650d635dbf4cbc337d56c7ed25ae8,7/30/2017 19:12,7/30/2017 19:16,Lee Kong Chian School of Business,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,3,4,3,4,4,4,4,Unsure,Yes,No,No,Yes,Yes,Unsure,0,1,0,0,1,1,0
364e18dc2203c37abf472b4c906a92eb85f74ff6791387b08a900ff14d0ed725,7/30/2017 17:51,7/30/2017 17:52,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,2,3,3,4,3,4,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
4188c9aa336fea887ce81ad8eab7a4316acd4fde6a17bd344af85de1a69f84fc,7/30/2017 16:52,7/30/2017 16:54,School of Social Sciences,Slightly confident,Somewhat confident,Somewhat confident,Very confident,Very confident,Very confident,Confident,2,3,3,5,5,5,4,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
63acd597f99707db1bfdc2397cc2fc6dcf3a126b283c89f68c6e1a59aab24aed,7/30/2017 15:52,7/30/2017 15:55,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Slightly confident,Very confident,Somewhat confident,Somewhat confident,Slightly confident,2,2,2,5,3,3,2,No,Unsure,No,Yes,Unsure,Unsure,No,0,0,0,1,0,0,0
554c0c5983f07eda3332609c108bf01145e77475a83b05ccfad1fb0083bcc5b8,7/30/2017 15:27,7/30/2017 15:33,School of Accountancy,Confident,Confident,Confident,Very confident,Confident,Confident,Very confident,4,4,4,5,4,4,5,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,1,1,1,1,0
0d750ae0011d69ce4e9c94afb11d8e08afa2bc627e841d17bb6c8068e32fb98e,7/30/2017 15:16,7/30/2017 15:17,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Not confident at all,Slightly confident,2,2,1,3,2,1,2,No,Unsure,No,Yes,Yes,Unsure,Yes,0,0,0,1,1,0,1
456337680893c878880424c053f72c4ab325fcadf5aa82a28d57be35af3ccadb,7/30/2017 15:15,7/30/2017 15:17,School of Accountancy,Somewhat confident,Somewhat confident,Confident,Not confident at all,Slightly confident,Somewhat confident,Somewhat confident,3,3,4,1,2,3,3,Unsure,No,No,Yes,Yes,Yes,Yes,0,0,0,1,1,1,1
738f7a4cb2f8b0e127bc77960594b4420a3ae65f7043c523aef4b696a4a4d0b8,7/30/2017 13:32,7/30/2017 13:34,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Not confident at all,Not confident at all,2,2,2,3,2,1,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
afdd548bed52e68ac8769b218701b84a0a05f6083fc7b1dbf0860fff9d2d8c12,7/30/2017 13:08,7/30/2017 13:14,School of Social Sciences,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,3,3,3,4,4,3,3,No,Yes,No,Yes,Yes,Unsure,No,0,1,0,1,1,0,0
bed144610e2fe660ab39b96eaecaed641faa0f167e250496f3cd01acd39cc9c4,7/30/2017 12:28,7/30/2017 12:29,School of Social Sciences,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
220a6292338934180868df075b7de2e21d08e253696de934fef55d5a5caab503,7/30/2017 11:16,7/30/2017 11:17,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Slightly confident,Somewhat confident,2,3,2,4,3,2,3,No,Yes,No,Yes,Yes,No,Yes,0,1,0,1,1,0,1
ddadc82197560b7302d42b121892890ab5b302a33e0b084d1c667aaf2d2830f9,7/30/2017 1:27,7/30/2017 1:33,Lee Kong Chian School of Business,Not confident at all,Slightly confident,Slightly confident,Confident,Slightly confident,Not confident at all,Slightly confident,1,2,2,4,2,1,2,No,No,No,No,No,No,No,0,0,0,0,0,0,0
f4b037aa1ff96000e4047b74643260289a189e9adc23c937a898c007c81e311f,7/30/2017 0:04,7/30/2017 0:06,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Confident,Very confident,Somewhat confident,Confident,Confident,3,3,4,5,3,4,4,No,Yes,No,Yes,No,Yes,Yes,0,1,0,1,0,1,1
5a8ad86a469925a185a58029a4332f5bd4a450071642f016a101364f4d6a0e09,7/29/2017 23:18,7/29/2017 23:21,Lee Kong Chian School of Business,Somewhat confident,Confident,Confident,Very confident,Confident,Very confident,Very confident,3,4,4,5,4,5,5,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
1b0e0bcb10244f54d524d3454a15621c97b6b6fc6b6a5471074c223dfe406ede,7/29/2017 21:54,7/29/2017 21:56,School of Information Systems,Slightly confident,Confident,Not confident at all,Very confident,Confident,Slightly confident,Slightly confident,2,4,1,5,4,2,2,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
a763fd3d0dcb8fbf11577d6e0dcb5e36bcd0dfecc52995af9e62b7d82124529a,7/29/2017 21:10,7/29/2017 21:11,School of Law,Not confident at all,Somewhat confident,Slightly confident,Confident,Confident,Confident,Confident,1,3,2,4,4,4,4,No,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
0a85b2d5d026610bd93bcfd81b180a12044a277c38a698d1ca83fa3a862a527b,7/29/2017 19:06,7/29/2017 19:08,School of Law,Very confident,Very confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,Confident,5,5,3,4,3,3,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
6ca49c4a580df8c4934c351f691a70952b65c5857a286a4b92d5be76b0ec3a6c,7/29/2017 18:48,7/29/2017 18:51,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Slightly confident,Slightly confident,2,3,1,4,2,2,2,No,No,No,No,No,Yes,Yes,0,0,0,0,0,1,1
c84b4fc579cd9fc2e5ed11f52a7d269b88f7dd01cddac723164a9d02836f41e1,7/29/2017 18:48,7/29/2017 18:50,School of Accountancy,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,3,3,2,2,3,2,2,No,Yes,Yes,Yes,No,Yes,Yes,0,1,1,1,0,1,1
78993d2cdb89be7cf115f265388aaa1b18c12ee6dbe16493962f57f5794673a9,7/29/2017 17:13,7/29/2017 17:14,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Not confident at all,2,2,2,2,2,2,1,No,No,No,No,No,No,Yes,0,0,0,0,0,0,1
ce715c58f5aa30a84d5bb8b106f3d8c7b114d234c46c327c0eaaf09243703e27,7/29/2017 16:43,7/29/2017 16:45,Lee Kong Chian School of Business,Slightly confident,Confident,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Somewhat confident,2,4,2,2,2,3,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
a5c06e46d64f653e2df1aeb00c797bae569a8b1e8dab69d4fe01646b00121d1e,7/29/2017 16:16,7/29/2017 16:20,Lee Kong Chian School of Business,Confident,Confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,4,4,3,4,3,4,4,Yes,Unsure,Yes,Yes,Yes,Yes,Yes,1,0,1,1,1,1,1
50a9c3f715e0372770aff9aa8c50800af262e68f662c11b79b703006912d743f,7/29/2017 15:55,7/29/2017 16:04,Lee Kong Chian School of Business,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Confident,Somewhat confident,3,4,3,5,4,4,3,Unsure,No,No,No,No,Unsure,Unsure,0,0,0,0,0,0,0
39a3152500a7590ad7aabed0cf8a7ae397580377bbee46bb3f59c443b8cb0aeb,7/29/2017 15:38,7/29/2017 15:41,School of Information Systems,Confident,Very confident,Confident,Very confident,Somewhat confident,Very confident,Very confident,4,5,4,5,3,5,5,Yes,Yes,Unsure,Yes,Unsure,Yes,Yes,1,1,0,1,0,1,1
61dbe9c03b5f823043e36c42e97a156fa0309f46f7616142f007b63382115eaf,7/29/2017 15:35,7/29/2017 15:37,Lee Kong Chian School of Business,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
